PLAYER,AGE,TM,MAIN POS,OTHER POS,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS,WERTH Roto Value,Pos-Adjusted WERTH Value,ADP
Yainer Diaz,27,HOU,C,,528.7105,493,57.88396531,133.8929826,88.98684233,23.89015095,1.375739081,19.64025024,71.24359879,1.021997448,0.451813944,24.22826544,93.29600938,0.2715882,0.31510911,0.445142723,0.760251833,-1.06944265,2.767445534,141
Ivan Herrera,25,STL,C,,525.0003,453,58.89734177,123.3601899,85.0294652,20.66406009,1.025595021,16.64106959,63.36619793,8.621711796,2.620525911,54.98293508,100.7941343,0.2723183,0.365628845,0.432668099,0.798296944,-1.185998341,2.650889843,158
Daylen Lile,23,WSN,OF,,547.92055,496,63.11311067,133.1307648,85.51875905,27.7675153,8.645380625,11.19910983,61.17161485,14.20984215,5.867873308,37.83134372,93.40341999,0.2684088,0.331131391,0.426988651,0.758120042,-1.239806272,1.838114742,219
Nolan Schanuel,24,LAA,1B,,589.32015,515,65.44324867,137.168396,97.21934579,23.13475258,1.478412353,15.33588527,61.20590697,6.15590796,1.412797655,64.24856766,79.60908576,0.2663464,0.353312562,0.406344911,0.759657472,-1.44938355,1.756968102,336
Xander Bogaerts,33,SD,SS,,569.3989,513,60.8288697,136.63242,96.88655183,25.32584139,1.428647657,12.99137912,55.49212856,15.68793672,2.889114838,48.28200962,101.8386293,0.26634,0.333447198,0.397250866,0.730698064,-1.509503375,1.700491477,238
Jordan Beck,24,COL,OF,,547.8473,496,61.60537068,124.6828432,78.58862183,26.24005701,3.310397752,16.5437666,59.73558994,16.19189241,5.35534006,46.14496505,151.3622041,0.2513767,0.316028618,0.417691523,0.733720141,-1.590366646,1.487554367,292
Mickey Moniak,27,COL,OF,,455.0197,425,56.39248543,111.2409025,65.18986573,21.9749197,4.569889356,19.50622772,62.75784675,9.086869338,3.611098622,23.60102587,108.8382098,0.2617433,0.304626629,0.472645374,0.777272003,-1.640890214,1.437030799,242
Kerry Carpenter,28,DET,OF,,469.4503,429,57.00575292,109.4050815,64.48236169,19.31080436,2.780034342,22.83188111,70.46215522,2.214591893,1.640663586,30.74830154,108.1181131,0.2550235,0.313073163,0.472661067,0.78573423,-1.70844521,1.369475803,236
Justin Crawford,22,PHI,OF,,464.89695,419,62.15537855,113.7046585,84.05010471,19.98905412,2.895518124,6.76998155,46.42328078,25.50575251,6.422288626,34.88115754,97.83336471,0.2713715,0.337870088,0.381371584,0.719241672,-1.742742066,1.335178948,303
Jackson Holliday,22,BAL,2B,,513.92625,450,70.30010968,112.366035,74.12854621,21.64608395,2.115066956,14.47633789,55.12463822,14.03724633,6.066597309,55.43479131,115.0617842,0.2497023,0.337637874,0.403713926,0.7413518,-1.821182529,1.400892181,148
Sal Frelick,25,MIL,OF,,529.87575,472,62.63623889,127.0599928,94.07674639,21.01805703,3.323383663,8.641805716,54.68542734,16.04708143,4.420906209,42.51568324,71.89315892,0.2691949,0.343254332,0.382733547,0.725987879,-1.88076141,1.197159603,211
Otto Lopez,27,MIA,2B,SS,555.93685,510,57.78433677,136.455141,98.38784856,24.02744455,2.996250988,11.0435969,57.66993077,14.3174956,5.296128293,38.62484498,83.5720498,0.2675591,0.322032311,0.391384075,0.713416386,-1.940527841,1.781546868,242
Caleb Durbin,26,BOS,3B,2B,516.99985,473,59.08868934,122.8232951,84.96076343,25.08587854,2.031630572,10.74502256,53.92379789,21.10807923,6.37157778,35.24038428,56.57489421,0.2596687,0.316363786,0.389445037,0.705808822,-1.956058891,1.686464223,255
Willson Contreras,33,BOS,1B,,532.82405,478,59.2238114,119.8044382,73.98284899,23.94224713,1.054644463,20.82469761,67.8860522,4.326853887,1.564390865,49.38989052,128.7222183,0.2506369,0.322184735,0.43583696,0.758021696,-1.973140449,1.233211203,166
Dylan Crews,24,WSN,OF,,527.7658,481,57.7721583,115.9473107,75.54688204,20.54140869,3.917376233,15.94164374,56.84182859,23.12474077,6.902834829,37.95146101,117.0435016,0.2410547,0.302797534,0.399476929,0.702274464,-2.059542506,1.018378508,191
Drake Baldwin,24,ATL,C,,520.6761,465,56.05556296,123.0079845,80.91175182,22.2528222,1.05304023,18.79037026,67.68299881,0.957855088,0.297925459,48.6594735,89.70847188,0.2645333,0.336745893,0.438146232,0.774892125,-2.071111292,1.765776892,105
Will Smith,30,LAD,C,,490.79025,424,63.40023217,108.5650304,68.52712171,20.56675641,1.139277143,18.33187514,65.20997304,2.427947762,1.426340295,58.62011984,94.50201819,0.2560496,0.351094092,0.439636713,0.790730805,-2.080939624,1.755948561,99
Luke Keaschall,23,MIN,2B,,478.18095,428,54.81853444,114.4023456,78.11549556,24.68077958,1.450350198,10.15572026,50.11117864,23.00137488,5.899563954,44.29679843,75.50219963,0.2672952,0.337938369,0.402922865,0.740861234,-2.090752837,1.131321872,124
Kazuma Okamoto,29,TOR,3B,,525.0523,467,57.52459064,115.1529067,68.92193044,23.59031343,0.46959938,22.17106345,73.07570735,1.646966843,1.076820739,50.73110745,108.7198414,0.2465801,0.324212663,0.441532354,0.765745017,-2.099476527,1.043046587,183
Christian Walker,34,HOU,1B,,569.9514,513,62.68918517,117.5231187,69.82451863,21.65165722,0.916251497,25.13069135,75.61037724,2.706491236,0.994967951,47.78063629,144.7306014,0.2290899,0.300360282,0.421831097,0.722191379,-2.134591374,1.071760278,184
Matt McLain,26,CIN,2B,,570.9239,508,66.5366203,119.0873412,77.31739237,22.29211904,2.238733519,17.23909626,59.11535772,16.88284003,3.754503371,55.73661085,155.0884559,0.2344239,0.312827859,0.388925622,0.701753481,-2.140502774,1.081571935,221
Jonathan Aranda,27,TB,1B,,527.0419,469,59.90396462,122.8671661,80.52909502,23.32980094,0.56048739,18.44778276,63.95869302,1.377445035,1.25854274,50.74623879,122.9544322,0.2619769,0.336643304,0.432113625,0.768756928,-2.160020029,1.046331623,187
Jake Burger,29,TEX,1B,,533.11175,500,55.33873819,121.40035,72.93827698,22.72797672,1.128222125,24.60587418,73.19108083,1.546701985,0.979445508,27.44254767,129.1310816,0.2428007,0.284365208,0.440404787,0.724769995,-2.200256306,1.006095346,286
Colt Keith,24,DET,3B,"1B,2B",502.8877,449,62.78640154,117.7563564,77.38143551,22.35858806,2.115680213,15.90065261,61.6343661,3.09797253,1.296520815,45.18306551,105.9413698,0.2622636,0.335115087,0.427724416,0.762839503,-2.258746587,1.383776527,290
Jordan Westburg,27,BAL,3B,2B,440.25815,402,59.92399156,105.264102,64.89922113,19.95358309,1.9171442,18.49415357,60.01393675,3.947493497,1.989357881,27.57438697,100.3592104,0.261851,0.319558628,0.459040881,0.778599509,-2.262835124,1.37968799,120
Daulton Varsho,29,TOR,OF,,526.295,478,63.24487004,107.5521032,59.98974639,21.14866667,2.834822997,23.57886714,69.95726116,7.908071488,2.548506583,39.56987699,127.9420104,0.2250044,0.289607161,0.429094178,0.718701339,-2.284611483,0.793309531,207
Wilyer Abreu,26,BOS,OF,,481.73465,426,57.76356608,105.3286278,61.09906972,23.27138408,1.010923984,19.94725001,63.90648395,7.475922472,2.978218292,50.88685819,111.451254,0.2472503,0.328194426,0.447097676,0.775292102,-2.334723198,0.743197816,228
Andres Gimenez,27,TOR,2B,SS,552.69955,515,58.23066128,129.0237225,92.35096134,22.37477965,2.032902543,12.26507897,57.73319757,18.81480542,3.756654871,32.17183468,95.49361479,0.2505315,0.295865474,0.373319503,0.669184977,-2.338184223,1.383890487,301
Jorge Polanco,32,NYM,2B,,500.4515,446,55.43391729,111.0188998,68.1899584,21.77986002,0.431220562,20.61786081,67.46985545,4.715616475,2.067882448,48.58208856,99.01807229,0.2489213,0.325283991,0.438373954,0.763657944,-2.395339369,0.826735341,207
Marcell Ozuna,35,PIT,DH,,527.35,447,60.32495692,109.2793416,67.70462354,19.0952296,0.361068374,22.11842009,69.39718622,0.184737111,0.062238259,69.265392,128.8337201,0.2444728,0.354017931,0.437252725,0.791270657,-2.402637691,0.398336022,270
Brandon Lowe,31,PIT,2B,,515.47295,469,60.41878331,114.0844376,69.19515365,21.49461139,1.128433351,22.26623921,64.59780262,3.776563682,1.367813695,41.77958246,130.3868032,0.2432504,0.305536136,0.43632118,0.741857315,-2.404811791,0.817262918,152
Jung Hoo Lee,27,SF,OF,,560.066,509,59.68328443,138.5025648,91.17885632,32.0744178,6.039637676,9.209653003,56.57482841,8.853697849,3.676758321,45.6042147,59.94996628,0.2721072,0.332340854,0.413134022,0.745474876,-2.406995938,0.670925076,287
Ernie Clement,29,TOR,3B,"1B,2B,SS",554.00535,520,59.45367756,139.34206,98.97464452,27.34041718,2.166367706,10.8606306,56.2829426,8.624471938,3.295947012,24.712735,55.48777956,0.2679655,0.306861362,0.391532893,0.698394255,-2.487486938,1.155036177,279
Carlos Correa,31,HOU,3B,SS,538.64125,480,58.47258647,127.211568,86.406325,23.25708465,0.890994644,16.6571637,62.79549095,0.1577351,0.465551534,47.41976818,107.4298283,0.2650241,0.338715543,0.421296111,0.760011653,-2.524838702,1.117684413,254
Adley Rutschman,28,BAL,C,,559.3332,486,61.88196822,123.4507554,78.99162478,26.12705279,1.086952178,17.24512566,65.72774191,0.93393249,0.302435518,61.97617363,86.55836798,0.2540139,0.345648222,0.418697715,0.764345937,-2.542251952,1.294636233,145
Isaac Paredes,27,HOU,3B,,508.23775,441,58.56992844,107.7695514,66.2603687,18.61056855,0.883973529,22.01464062,68.49641267,0.826029526,1.090537399,59.52730287,84.45640586,0.2443754,0.33869747,0.440344646,0.779042116,-2.553249748,0.589273367,183
Kyle Stowers,28,MIA,OF,,534.4095,470,57.02313557,113.113443,65.31104935,23.27008051,2.592067141,21.94024599,69.05868508,3.817863884,1.324488766,50.13109994,142.3514093,0.2406669,0.32577426,0.441251906,0.767026166,-2.562596433,0.51532458,112
TJ Friedl,30,CIN,OF,,587.892,511,65.63402522,125.4074738,86.47117559,20.6307991,3.349805312,14.9556938,54.91860866,11.77688071,2.759803035,61.97739794,98.50814057,0.2454158,0.337872512,0.386702475,0.724574987,-2.659096619,0.418824395,284
Addison Barger,26,TOR,OF,3B,498.50775,441,57.84145554,108.0215388,62.00587712,26.40831183,0.925489943,18.68185991,67.96814849,3.903286085,1.710238727,43.22068647,116.9746955,0.2449468,0.325693486,0.436114309,0.761807795,-2.730824479,0.847096535,203
Brendan Donovan,29,SEA,OF,2B,549.25,497,59.5243538,134.9949412,94.15160331,27.82943095,0.955217374,12.05868957,53.94286144,4.466739634,2.77087153,47.18761525,73.23466263,0.2716196,0.335287559,0.404247235,0.739534794,-2.757308181,0.820612833,238
Noelvi Marte,24,CIN,OF,3B,478.78665,440,54.52323791,111.073292,72.46445249,21.26521696,2.076732399,15.26689014,56.14357476,13.76410962,4.491551832,30.73164526,104.9811153,0.2524393,0.30747927,0.414301464,0.721780735,-2.798074635,0.779846378,146
Colton Cowser,25,BAL,OF,,491.3945,437,58.34988375,100.919032,59.38359457,21.21306197,1.248797736,19.07357773,59.20815294,14.15931315,2.607445656,47.71714074,152.4788132,0.230936,0.310623747,0.41613369,0.726757437,-2.90314868,0.174772334,254
Willi Castro,28,COL,2B,"3B,OF",506.7434,457,61.93457807,116.7163833,77.27003661,22.69120203,4.300105254,12.45503941,49.02635494,13.32363129,4.377075703,41.66092887,111.9031955,0.2553969,0.322948897,0.405630009,0.728578906,-2.936886249,0.785188461,333
Josh Lowe,28,LAA,OF,,466.0553,422,53.75745462,103.5662272,64.65623659,22.72073446,2.005414712,14.18384143,50.74975928,21.1026371,3.81362226,37.43190962,120.3814818,0.2454176,0.310014779,0.409595534,0.719610313,-2.965968842,0.111952172,276
Anthony Volpe,24,NYY,SS,,510.95115,465,60.06432943,105.917886,63.68587691,23.81803072,2.79162713,15.62235125,59.43737264,18.5585051,5.570915726,41.50803875,123.8005583,0.2277804,0.29078457,0.391798333,0.682582902,-2.983344672,0.22665018,300
Mark Vientos,26,NYM,3B,,469.384,427,52.97430652,105.4137035,63.31462811,19.2837697,1.711886642,21.10341904,67.76917159,1.245214332,0.101678213,35.15880837,125.6210635,0.2468705,0.308419412,0.448317339,0.756736751,-2.99003227,0.152490845,265
Miguel Vargas,26,CHW,3B,1B,561.1202,493,66.21353534,116.9611934,70.65290934,27.94945204,1.892762274,16.46606974,60.35654245,7.487729416,2.044153974,60.4651121,99.8789744,0.2372438,0.323688825,0.401814157,0.725502982,-2.991581124,0.65094199,308
Royce Lewis,26,MIN,3B,,484.60645,442,49.17843694,110.1239022,67.2812633,23.11713017,0.487301988,19.23820674,59.66517524,10.28391032,2.055090849,34.18061029,97.2195421,0.2491491,0.308649395,0.43423135,0.742880744,-3.011536998,0.130986117,200
Jac Caglianone,23,KC,OF,1B,472.68625,430,55.16076413,107.376633,66.04992903,20.49104064,1.293943845,19.54171949,62.16276663,3.192276506,1.057570182,36.12914419,107.4139383,0.2497131,0.311222534,0.439722604,0.750945138,-3.047443699,0.530477315,247
Andrew Vaughn,27,MIL,1B,,552.70485,503,52.59242414,124.5682015,79.91902797,24.94378233,0.90998285,18.79540835,72.09928869,0.722370932,0.087912642,41.94041103,108.4291764,0.2476505,0.309557121,0.412958598,0.722515719,-3.057678256,0.148673396,291
Ramon Laureano,31,SD,OF,,494.5191,448,58.11138391,108.847424,68.18731471,20.23829949,2.336876364,18.08493344,59.48752357,7.721826269,3.003903092,37.6953807,125.9030071,0.242963,0.308486895,0.419674724,0.728161619,-3.077921014,0,237
Lourdes Gurriel Jr.,32,ARI,OF,,451.72875,419,48.55162948,111.8551087,74.37013053,21.57807136,1.493422268,14.41348454,60.3878826,6.796254785,2.286964067,28.81658363,72.56575919,0.2669573,0.314077037,0.428783958,0.742860994,-3.098161843,-0.02024083,449
Nolan Arenado,34,ARI,3B,,547.32185,498,52.99277144,126.987759,85.15828877,24.72163001,1.130687087,15.97715313,65.4357025,3.146085117,1.127482961,38.76138498,75.5997154,0.2549955,0.315872984,0.40542615,0.721299134,-3.142523115,0,288
Kyle Manzardo,25,CLE,1B,,493.17085,435,54.0446269,103.4331255,58.38473173,21.56034132,1.009425004,22.47862745,67.14089374,1.743852993,0.363830542,48.67249043,114.7487731,0.2377773,0.321522023,0.447007354,0.768529378,-3.206351652,0,250
Mike Trout,34,LAA,OF,,496.3376,420,60.13263502,98.41188,57.13644216,16.74386774,1.57255162,22.95901848,59.50446238,2.938679459,0.688598206,70.13689358,144.8505665,0.234314,0.346208121,0.445661682,0.791869803,-3.209940786,-0.132019772,171
Colson Montgomery,24,CHW,SS,3B,553.85705,502,59.430371,109.6805744,63.85971233,19.94679005,2.126211765,23.74786025,76.09732374,2.478666898,1.092195128,45.8239061,160.9143787,0.2184872,0.285988535,0.408612288,0.694600823,-3.209994852,0.5,179
Jeff McNeil,33,ATH,2B,OF,530.5243,468,55.73596334,124.9503372,83.74277051,26.51027208,2.389147711,12.30814689,56.76545363,4.145315905,0.934169994,44.00995499,63.32959132,0.2669879,0.346830177,0.412742191,0.759572368,-3.222074709,0.5,338
Ryan O'Hearn,32,PIT,1B,OF,502.86085,447,54.47072034,119.2396191,82.20722743,21.65459363,1.218434344,14.15936369,57.32948099,2.727042089,1.169271001,47.33512184,93.95860874,0.2667553,0.342199057,0.415680475,0.757879532,-3.250827503,0.455524149,272
Josh Bell,33,MIN,1B,,540.9528,473,55.40879416,118.1859558,79.07286028,18.74455419,1.103418197,19.26512314,62.98230821,0.764918833,1.797729452,57.47338293,99.65527401,0.2498646,0.338152368,0.416348236,0.754500604,-3.255823371,-0.049471719,391
Trent Grisham,29,NYY,OF,,526.8414,445,67.01332495,97.1603655,57.55812296,15.88302363,1.116425288,22.60279361,61.00519669,5.426869182,1.872348914,70.19493877,126.0789518,0.2183379,0.333275168,0.411426114,0.744701282,-3.265630753,-0.187709739,224
Matt Wallner,28,MIN,OF,,476.19125,422,57.99283208,97.2786382,52.13835445,21.07561668,1.834337311,22.23032976,62.04268511,4.858397252,2.095667481,50.42281247,146.0321109,0.2305181,0.311766612,0.447189381,0.758955993,-3.302352595,-0.224431581,304
JJ Wetherholt,23,STL,SS,,523.7256,468,59.54382218,117.7439796,81.50065172,23.2068423,1.534052302,11.50243327,51.06356488,12.4782092,2.602330484,50.3618999,93.94277613,0.2515897,0.325846886,0.381466296,0.707313182,-3.420821328,-0.210826477,240
Brandon Marsh,28,PHI,OF,,471.8641,416,55.06347982,105.612624,68.85995175,21.2930255,2.406188561,13.05345819,53.66039644,10.16744123,2.770397456,47.787759,126.6591298,0.2538765,0.336664797,0.410765387,0.747430184,-3.542307038,-0.464386024,354
Connor Norby,25,MIA,3B,,493.41785,454,58.4429972,110.2085908,69.8950031,24.02223928,1.596595634,14.69475279,56.77745723,9.247970472,3.088742386,34.692341,130.0830142,0.2427502,0.297458486,0.399797973,0.697256459,-3.542642059,-0.400118944,365
Spencer Horwitz,28,PIT,1B,,493.2659,428,57.46235436,113.5798152,74.79879202,25.97714404,1.113597138,11.690282,53.6715597,1.836953727,0.947698479,55.96131329,86.26957447,0.2653734,0.356689615,0.413212616,0.76990223,-3.802193353,-0.595841701,382
Spencer Steer,28,CIN,1B,OF,464.9783,409,55.3337562,96.5388876,59.48095161,19.75280233,1.441704722,15.86342894,61.05745175,7.820024165,2.000101599,48.20310402,104.0025906,0.2360364,0.321901263,0.407739331,0.729640593,-3.803508342,-0.09715669,235
Dylan Beavers,24,BAL,OF,,439.12565,381,56.78875494,92.8946199,57.52072887,20.18283008,2.060250115,13.13081083,52.31566876,11.73941848,4.158948818,53.04294557,107.5377048,0.2438179,0.337178607,0.41099838,0.748176987,-3.816513352,-0.738592338,329
Harrison Bader,31,SF,OF,,476.9349,436,54.62280953,108.0443752,74.61903517,18.79260384,1.522782266,13.10995392,49.81309217,13.24871082,5.47513166,31.29350175,112.5352184,0.2478082,0.305662309,0.388101847,0.693764156,-3.82314108,-0.745220066,331
Jesus Sanchez,28,TOR,OF,,436.23035,394,52.9211468,96.941533,61.4887299,18.53650062,1.563440026,15.35286245,53.4940975,10.09241375,2.338223199,37.91142749,106.2580057,0.2460445,0.31368953,0.417927668,0.731617197,-3.826847033,-0.748926019,369
Alejandro Kirk,27,TOR,C,,479.26195,416,45.76875008,112.7163232,78.85200805,19.38461136,0.415728478,14.06397531,60.02500251,0.801917136,0.085724815,47.94251123,60.07028171,0.2709527,0.36142922,0.420971917,0.782401137,-3.836888185,0,175
Josh Jung,28,TEX,3B,,514.3016,475,50.95477185,118.292575,77.83494197,22.59396146,1.100383221,16.76328835,59.73855804,4.069125802,1.301305673,29.96824446,123.2159849,0.249037,0.299834298,0.407109827,0.706944125,-3.86640014,-0.723877025,326
Joey Ortiz,27,MIL,SS,,544.31845,489,56.01943381,120.7563984,83.17473228,24.09494421,3.556279671,9.930442237,53.26310314,13.51898321,3.74708615,39.8267701,89.88915807,0.2469456,0.317597243,0.371687584,0.689284827,-3.928233139,-0.718238288,423
Chase Meidroth,24,CHW,SS,2B,537.62305,471,60.76325143,120.308943,91.27412606,19.27010005,1.298001462,8.466715426,42.41434517,13.20168969,4.096160347,59.57750675,79.62690291,0.255433,0.341751334,0.355785971,0.697537305,-4.018641213,-0.308646361,385
Cedric Mullins,31,TB,OF,,462.74655,411,54.22753815,93.0767451,58.41127613,18.69400497,1.777782746,14.19368125,51.4519097,19.45041377,4.484900902,42.93767242,100.1579066,0.2264641,0.307351418,0.384202821,0.691554239,-4.02357796,-0.945656946,335
Lars Nootbaar,28,STL,OF,,508.8487,438,59.24956232,107.5331172,70.06071368,21.15480514,1.792700029,14.52489835,51.89556413,5.61105484,2.939390223,63.40319149,103.1030342,0.2455094,0.344633456,0.401479492,0.746112948,-4.063687655,-0.985766642,369
Kevin McGonigle,21,DET,SS,,448.1776,397,53.53316004,101.5848761,63.74699022,22.33775916,2.396850585,13.10327613,48.50019093,8.538990637,3.657569093,43.88826128,61.51490235,0.2558813,0.335088578,0.42323971,0.758328287,-4.101752178,-0.891757326,286
Victor Scott II,25,STL,OF,,522.49755,474,54.48374644,106.4853798,77.35634757,18.98762613,2.647495157,7.49391095,42.1581844,34.86463511,6.302132479,41.94543983,111.7685495,0.2246527,0.290865509,0.323311665,0.614177174,-4.16674877,-1.088827756,310
Samuel Basallo,21,BAL,C,,437.79485,396,50.8232367,94.857642,54.41454745,20.49078013,0.463157141,19.48915727,60.32380445,1.910757978,0.859125014,36.34730675,107.2087495,0.2395395,0.306220027,0.441268203,0.747488229,-4.174707561,-0.337819377,234
J.T. Realmuto,34,PHI,C,,477.1483,435,52.47065912,108.655692,72.38569146,20.218563,2.224500607,13.82693693,53.60153304,6.511873035,2.11157974,32.4270084,111.9849243,0.2497832,0.309872593,0.40184843,0.711721023,-4.25576869,-0.418880505,235
Carter Jensen,22,KC,C,,448.7455,389,54.24722133,94.7715643,56.20925663,21.3730692,2.764269178,14.4249693,57.1769136,4.473362254,1.271510149,48.05764368,124.431933,0.2436287,0.337873083,0.424031053,0.761904137,-4.308338158,-0.471449973,235
Brooks Lee,25,MIN,SS,"3B,2B",535.2573,488,50.90787974,120.5883624,82.88419493,21.26439713,1.439771467,14.99999887,58.66259232,3.954109738,1.295367272,35.19006333,93.83160955,0.2471073,0.307837266,0.388795695,0.696632961,-4.309336786,-0.599341935,332
Andrew Benintendi,31,CHW,OF,,496.3143,447,51.06612764,112.1118018,76.38726268,19.53778413,1.04952037,15.13723462,56.52337807,3.007616208,1.118250952,43.16662527,86.32740029,0.2508094,0.319595049,0.400806109,0.720401158,-4.310785052,-1.232864038,395
Brady House,22,WSN,3B,,520.89815,478,52.71642925,116.2398966,78.76297771,21.63698974,1.378718811,14.46121035,57.91944074,5.805538378,2.853674982,25.86682121,139.674069,0.2431797,0.299604331,0.384974801,0.684579132,-4.319778653,-1.177255539,472
Jake McCarthy,28,COL,OF,,390.69875,359,51.4826618,97.2421864,68.80797473,16.46393517,4.725848228,7.244428275,38.77811097,15.01821085,2.849807195,27.73521678,68.94889002,0.2708696,0.323704793,0.403596387,0.727301179,-4.383211384,-1.30529037,479
Francisco Alvarez,24,NYM,C,,434.18755,380,49.04401385,89.612512,52.55568992,15.37451901,1.076560136,20.60574293,59.71532975,1.263275422,0.336254223,41.93155145,115.4106817,0.2358224,0.325635718,0.444624684,0.770260402,-4.438291889,-0.601403704,218
Brett Baty,26,NYM,3B,2B,436.63255,393,50.54501249,96.4008171,63.49855636,15.80450267,0.870809925,16.22694815,53.78516769,5.240570099,1.012238473,38.08531707,106.6352681,0.2452947,0.315421219,0.413811155,0.729232374,-4.439237204,-0.79671409,308
Tommy Edman,30,LAD,2B,"3B,OF",441.31405,408,52.24781527,101.5502616,67.79525639,19.01163817,2.062620312,12.68074673,50.05497956,8.545602643,1.8158574,28.96136917,73.90218389,0.2488977,0.299309944,0.398846521,0.698156465,-4.500311967,-0.778237258,290
Wenceel Perez,26,DET,OF,,474.6477,431,54.40008754,102.875821,65.8661594,20.07475644,4.297478417,12.63742674,51.59506623,10.96708032,3.823270596,38.36343222,99.95556587,0.238691,0.302505162,0.393173584,0.695678746,-4.516148246,-1.438227232,420
Evan Carter,23,TEX,OF,,431.1232,381,50.38168585,91.756992,59.49132565,17.85637408,3.041538851,11.36775342,44.31245053,18.5526729,4.376340224,44.69157497,94.52748474,0.240832,0.322589113,0.393175076,0.715764189,-4.530793888,-1.452872874,291
Trevor Larnach,29,MIN,OF,,451.2701,393,52.36367231,97.5481806,63.55881314,18.32397842,0.998859411,14.66652963,54.13274779,3.34205062,1.812549991,46.62028739,108.8449163,0.2482142,0.33946424,0.411881595,0.751345835,-4.537047167,-1.459126153,393
Nick Castellanos,33,SD,OF,,431.9706,390,50.37116602,96.859035,63.64009596,17.72338422,1.637923151,13.85763167,57.62937052,3.528598658,0.921866654,28.09381714,105.7156455,0.2483565,0.315459471,0.408797848,0.724257318,-4.537274177,-1.459353164,331
Lane Thomas,30,KC,OF,,430.7427,381,51.1459877,89.2089021,55.86364142,17.77870871,1.891898193,13.67465378,49.38378379,14.31141673,4.955093672,36.6703703,111.1128163,0.2341441,0.316413848,0.398413041,0.714826889,-4.58557018,-1.507649166,433
Gabriel Moreno,26,ARI,C,,415.1195,367,45.3566214,102.2205834,71.86954754,19.1754168,1.129435283,10.04618378,48.85110822,3.80602712,1.902134648,38.9139983,67.85135587,0.2785302,0.355672156,0.419055646,0.774727802,-4.640251232,-0.803363047,208
J.P. Crawford,31,SEA,SS,,596.59085,521,60.50769741,125.1558183,89.35378302,23.54060189,0.922013989,11.33941939,53.80190386,5.48501165,1.162590541,70.2767174,110.6990256,0.2402223,0.329936244,0.35423936,0.684175603,-4.649499818,-1.439504966,304
Paul Goldschmidt,38,NYY,1B,,424.71015,375,52.35203322,94.4894625,61.18187765,20.15756221,0.576994713,12.57302792,51.13741359,4.868047823,1.019667184,39.6566332,95.45293228,0.2519719,0.334227228,0.409386928,0.743614156,-4.681850531,-1.47549888,373
Kyle Teel,24,CHW,C,,470.04365,412,55.31249742,101.7763188,69.91312134,18.38982487,0.988544428,12.48482816,49.30488148,6.039678207,2.1248142,51.02765465,120.1161514,0.2470299,0.333379259,0.3873731,0.720752359,-4.69608751,-0.859199326,215
Jordan Walker,23,STL,OF,,515.77235,460,49.32046744,109.622048,71.32048616,23.1690766,1.440012393,13.69247285,55.24787526,9.796987033,3.121818508,39.52220894,140.5437974,0.2383088,0.314897674,0.384236017,0.699133691,-4.718544847,-1.640623833,360
Jake Cronenworth,32,SD,2B,"1B,SS",577.26925,503,59.65141301,117.6556737,76.49911653,25.4321372,2.505001535,13.21941843,58.17717016,3.841471803,2.233276831,64.83432913,109.4941643,0.2339079,0.326904491,0.373272504,0.700176994,-4.719644606,-0.997569897,347
Jonathan India,31,KC,2B,"3B,OF",516.44875,457,59.74628131,111.8139615,74.14172317,24.25494153,1.466107681,11.95118913,49.04132273,4.422257672,2.472631926,53.44232995,98.88345992,0.2446695,0.326087067,0.382614192,0.708701259,-4.747352877,-1.025278168,290
Luisangel Acuna,23,CHW,2B,,411.64175,378,50.60414943,95.3117928,71.42786748,16.82538829,1.820022127,5.238514901,35.4189252,24.35652899,5.471586565,26.48459544,80.79370071,0.2521476,0.306642157,0.347864471,0.654506628,-4.782586926,-1.560512217,400
Nolan Gorman,25,STL,3B,2B,488.9404,433,53.03990688,94.3106475,54.42841105,18.24452758,0.537375599,21.10033328,60.64373027,3.453945939,1.268951989,49.92722145,151.5653098,0.2178075,0.301399142,0.408616458,0.7100156,-4.812529709,-1.170006595,386
Austin Hays,30,CHW,OF,,445.3274,409,50.97863212,99.9649579,63.80292911,20.20650838,1.99728728,13.95823314,50.96119202,6.061984566,1.275989398,31.32154171,109.7752461,0.2444131,0.300620342,0.40596758,0.706587922,-4.865662045,-1.787741031,386
Lenyn Sosa,26,CHW,2B,1B,437.3068,412,44.54715347,103.1350948,68.08923421,18.55013184,0.862036979,15.63369178,56.60379161,2.149404221,1.185672344,20.27674642,99.18307841,0.2503279,0.287032224,0.413374699,0.700406923,-4.889601861,-1.167527151,289
Matt Shaw,24,CHC,3B,,351.15535,310,49.68105402,75.37991,47.92558564,14.31593067,1.932297939,11.20609575,45.63121491,13.20759677,3.951004754,36.18820996,75.65870973,0.243161,0.326142283,0.410253948,0.736396231,-4.928766063,-1.786242948,273
Max Muncy (LAD),35,LAD,3B,,425.6378,349,53.5785557,76.8692044,42.14202192,14.35914122,1.021839423,19.34620184,56.2979111,2.809910806,0.393094216,65.66289622,101.6764391,0.2202556,0.354771607,0.433554814,0.788326421,-4.937233505,-1.794710391,203
Josh Smith,28,TEX,SS,"3B,OF,1B",501.59525,447,56.87473293,109.0410906,75.72108097,21.46841072,1.620314643,10.23128427,45.45407358,9.448334082,2.871954693,49.9112573,94.09570931,0.2439398,0.319642387,0.367883632,0.687526019,-4.951275152,-1.2412803,329
